id,num_recipients,school,school_type,state,zip_code,avg_disbursed_loan,zip_median_household_income,degree_length,room_and_board_price,in_state_tuition,out_of_state_tuition,early_career_pay_estimate,mid_career_pay_estimate,stem_percent,total_enrollment,american_indian_alaska_native_enrolled,asian_enrolled,black_enrolled,hispanic_enrolled,native_hawaiian_pacific_islander_enrolled,non_resident_foreign_enrolled,total_minority_enrolled,two_or_more_races_enrolled,unknown_enrolled,white_enrolled,women_enrolled,county_name,county_labor_force,county_employed,county_unemployed
373,25,SKYLINE COLLEGE,PUBLIC,CA,94066,2066.7966101694915,77509,2 Year,,1446,8676,,,,9820,19,3693,330,2909,125,139,7587,511,164,1930,5157,San Mateo,392869,359249,33620
374,2329,MADISON AREA TECHNICAL COLLEGE,PUBLIC,WI,53704,2107.496331664144,50819,2 Year,,4401,6414,,,,16759,89,665,1070,1396,13,231,3886,653,261,12381,9177,Dane,293554,276445,17109
375,324,BELLARMINE UNIVERSITY,PRIVATE,KY,40205,2697.9755600814665,67720,4 Year,12250.0,42200,42200,49000.0,90700.0,11.0,3609,9,65,196,101,5,48,473,97,124,2964,2430,Jefferson,380641,342218,38423
376,72,NEW HAMPSHIRE INSTITUTE OF ART,PRIVATE,NH,3104,2350.3918367346937,58323,4 Year,11460.0,28280,28280,,,,508,7,4,8,38,5,0,76,14,88,344,354,Hillsborough,226498,211916,14582
377,397,HUSSON UNIVERSITY,PRIVATE,ME,4401,2347.749736564805,41873,4 Year,9830.0,18180,18180,43300.0,77600.0,1.0,3415,16,73,147,46,7,90,328,39,0,2997,1894,Penobscot,79325,72360,6965
378,972,KUTZTOWN UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,19530,2279.9033068229382,46471,4 Year,10334.0,10802,14660,,,,9218,14,98,702,661,15,101,1686,196,170,7261,5292,Berks,209478,191836,17642
379,101,BATES COLLEGE,PRIVATE,ME,4240,3775.810810810811,37941,4 Year,15224.0,53794,53794,59500.0,111900.0,23.0,1773,4,82,85,120,0,122,363,72,14,1274,894,Androscoggin,56130,51144,4986
380,821,NIAGARA COUNTY COMMUNITY COLLEGE,PUBLIC,NY,14132,1453.5629328875089,56350,2 Year,,5027,11615,,,,6478,63,79,628,203,6,20,1137,158,43,5278,3768,Niagara,107989,97385,10604
381,1,HARPER COLLEGE,PUBLIC,IL,60067,1250.0,91296,2 Year,,4578,14553,,,,14957,20,1572,569,3582,94,2,6263,426,573,8119,8200,Cook,2640576,2350480,290096
382,604,FRIENDS UNIVERSITY,PRIVATE,KS,67213,2968.082271147161,30075,4 Year,7972.0,28415,28415,44700.0,76500.0,14.0,1882,25,51,204,68,7,0,473,118,106,1303,1084,Sedgwick,252552,230696,21856
383,1950,FAULKNER UNIVERSITY,PRIVATE,AL,36109,2607.093223736969,51416,4 Year,7750.0,21690,21690,39400.0,71300.0,2.0,3335,24,19,1505,71,3,49,1674,52,94,1518,2002,Montgomery,108868,98105,10763
384,81,LAKEVIEW COLLEGE OF NURSING,PRIVATE,IL,61832,3001.90625,34735,4 Year,,16320,16320,55000.0,94100.0,0.0,317,2,6,28,5,2,0,47,4,3,267,271,Vermilion,37725,33348,4377
385,410,NORWICH UNIVERSITY,PRIVATE,VT,5663,3179.905138339921,61619,4 Year,13840.0,40016,40016,57000.0,99100.0,20.0,3672,14,85,200,249,12,41,704,144,142,2785,745,Washington,35143,32995,2148
386,385,BAY STATE COLLEGE,PROPRIETARY,MA,2116,2466.4793615850303,85419,2 Year,13300.0,27750,27750,,,,1108,3,72,255,130,0,4,544,84,104,456,731,Suffolk,393897,364690,29207
387,40,KENYON COLLEGE,PRIVATE,OH,43022,3182.0471014492755,56425,4 Year,12510.0,55930,55930,55000.0,103800.0,17.0,1662,9,87,58,100,0,76,313,59,50,1223,908,Knox,30962,27958,3004
388,831,OHIO DOMINICAN UNIVERSITY,PRIVATE,OH,43219,2688.936517014584,34045,4 Year,10948.0,31080,31080,,,,2707,6,35,471,68,6,18,663,77,135,1891,1624,Franklin,627864,571892,55972
389,195,SOUTHWESTERN OREGON COMMUNITY COLLEGE,PUBLIC,OR,97420,1474.1755952380952,35607,2 Year,7857.0,6009,6009,,,,2316,66,33,35,205,14,16,439,86,433,1428,1283,Coos,27851,24282,3569
390,371,TRIDENT UNIVERSITY INTERNATIONAL,PROPRIETARY,CA,90630,3526.48944591029,83360,4 Year,,11550,11550,,,,6197,38,125,628,687,50,64,1528,0,3654,951,2202,Orange,1537701,1383916,153785
391,281,FISHER COLLEGE,PRIVATE,MA,2116,1928.903038138332,85419,4 Year,15926.0,31384,31384,,,,1875,6,25,169,157,3,123,383,23,748,621,1366,Suffolk,393897,364690,29207
392,81,OHLONE COLLEGE,PUBLIC,CA,94539,1179.0469208211143,138578,2 Year,,1419,8409,,,,11318,20,3564,452,2193,88,351,6840,523,1947,2180,5322,Alameda,782680,695343,87337
393,3,ELMIRA BUSINESS INSTITUTE,PROPRIETARY,NY,14901,1601.0,26980,2 Year,,14850,14850,,,,400,3,2,27,12,1,1,46,1,21,332,323,Chemung,41638,38073,3565
394,744,MADONNA UNIVERSITY,PRIVATE,MI,48150,2983.818935208438,64855,4 Year,9950.0,21900,21900,,,,3947,11,47,512,125,4,593,759,60,103,2492,2759,Wayne,795744,676615,119129
395,181,LOS ANGELES PIERCE COLLEGE,PUBLIC,CA,91371,2269.5709219858154,-,2 Year,,1404,8934,,,,21034,40,2307,1240,9769,36,193,14033,641,743,6065,11357,Los Angeles,4940672,4318722,621950
396,279,WHATCOM COMMUNITY COLLEGE,PUBLIC,WA,98226,1379.018927444795,54861,2 Year,,4513,10044,,,,4176,31,145,54,393,16,227,872,233,376,2701,2322,Whatcom,102301,93541,8760
397,228,NAROPA UNIVERSITY,PRIVATE,CO,80302,3930.606465214336,43907,4 Year,12849.0,31790,31790,,,,996,6,9,14,82,0,37,191,80,76,692,685,Boulder,169678,157072,12606
398,426,CENTRAL COMMUNITY COLLEGE,PUBLIC,NE,68801,1249.65368852459,45130,2 Year,7106.0,3000,4320,,,,6377,28,54,122,1093,8,0,1346,41,101,4930,3808,Hall,31476,29986,1490
399,2205,EASTERN KENTUCKY UNIVERSITY,PUBLIC,KY,40475,2332.450971895506,40906,4 Year,9018.0,9296,19074,45600.0,80700.0,5.0,16305,49,142,967,333,19,297,1867,357,596,13545,9373,Madison,43266,39550,3716
400,28,NEW COLLEGE OF FLORIDA,PUBLIC,FL,34243,1848.927906976744,58167,4 Year,9264.0,6919,29944,47300.0,86500.0,4.0,834,1,20,22,127,0,15,208,38,21,590,494,Manatee,146334,130121,16213
401,28,COGSWELL POLYTECHNICAL COLLEGE,PROPRIETARY,CA,94089,3000.7954545454545,81631,4 Year,11000.0,20056,20056,,,,611,1,92,26,103,14,4,301,65,50,256,150,Santa Clara,926868,828008,98860
402,379,COLEMAN UNIVERSITY,PRIVATE,CA,92123,1531.6479591836735,69962,4 Year,,20725,20725,,,,796,4,78,43,101,4,268,232,2,32,264,144,San Diego,1515862,1348833,167029
403,125,WARTBURG COLLEGE,PRIVATE,IA,50677,2168.211693548388,59690,4 Year,9996.0,41280,41280,49300.0,88000.0,34.0,1661,1,20,80,42,1,162,180,36,29,1290,870,Bremer,13826,13136,690
404,159,RIVER VALLEY COMMUNITY COLLEGE,PUBLIC,NH,3743,1977.9535452322737,39670,2 Year,,6720,14970,,,,1009,12,20,7,24,0,0,71,8,92,846,700,Sullivan,24068,22762,1306
405,135,LAKE FOREST COLLEGE,PRIVATE,IL,60045,2346.880712166172,133383,4 Year,10390.0,47064,47064,55400.0,102600.0,21.0,1626,4,81,108,243,0,148,493,57,44,941,934,Lake,368953,332048,36905
406,56,NORTHLAND COLLEGE,PRIVATE,WI,54806,2211.632704402516,38154,4 Year,9176.0,36183,36183,,,,584,12,1,7,28,0,9,66,18,44,465,289,Ashland,8409,7495,914
407,148,WILBERFORCE UNIVERSITY,PRIVATE,OH,45384,2180.201465201465,96310,4 Year,7000.0,13250,13250,,,,387,3,0,359,2,0,6,365,1,14,2,230,Greene,82209,74344,7865
408,110,MCDANIEL COLLEGE,PRIVATE,MD,21157,2603.3423057389537,74013,4 Year,11430.0,43260,43260,51100.0,94600.0,6.0,3206,15,89,336,133,3,34,576,0,166,2430,2044,Carroll,92731,86236,6495
409,44,SAINT ANSELM COLLEGE,PRIVATE,NH,3102,2811.924806487284,49370,4 Year,14500.0,41200,41200,56400.0,100300.0,11.0,1968,3,12,36,57,2,12,144,34,242,1570,1186,Hillsborough,226498,211916,14582
410,1267,CLEMSON UNIVERSITY,PUBLIC,SC,29634,2840.398146020072,-,4 Year,10832.0,14970,36724,57500.0,106700.0,39.0,21857,41,389,1347,593,14,1569,2849,465,563,16876,10160,Pickens,54910,48849,6061
411,11,JOHNS HOPKINS UNIVERSITY,PRIVATE,MD,21218,10510.079365079366,36652,4 Year,15836.0,54240,54240,67200.0,117100.0,31.0,21372,35,2919,1419,1498,27,3770,6588,690,838,10176,11109,Baltimore,432111,395705,36406
412,0,HOLLINS UNIVERSITY,PRIVATE,VA,24019,8729.0,65838,4 Year,13520.0,39035,39035,,,,770,5,17,79,40,0,39,158,17,18,555,730,Roanoke,49317,46114,3203
413,16,SAUK VALLEY COMMUNITY COLLEGE,PUBLIC,IL,61021,1409.6216216216217,47628,2 Year,,4470,12120,,,,2211,3,12,80,269,0,1,364,0,54,1792,1357,Lee,19198,17263,1935
414,127,UNIVERSITY OF PIKEVILLE,PRIVATE,KY,41501,5039.250606305578,35397,4 Year,7800.0,20950,20950,39000.0,70700.0,11.0,2458,11,25,167,45,2,42,250,0,0,2166,1263,Pike,24639,22039,2600
415,11,BETHESDA UNIVERSITY OF CALIFORNIA,PRIVATE,CA,92801,4737.5,47348,4 Year,,8350,8350,,,,331,0,191,38,59,0,4,288,0,9,30,130,Orange,1537701,1383916,153785
416,251,JOHN BROWN UNIVERSITY,PRIVATE,AR,72761,2661.279437609842,43669,4 Year,9224.0,26928,26928,47000.0,82700.0,9.0,2850,51,34,108,152,3,108,451,103,110,2181,1654,Benton,107052,100219,6833
417,116,ADRIAN COLLEGE,PRIVATE,MI,49221,2418.265359477124,42113,4 Year,11318.0,37087,37087,,,,1641,3,10,153,80,0,1,300,54,174,1166,787,Lenawee,49318,43076,6242
418,36,UNIVERSITY OF CONNECTICUT,PUBLIC,CT,6269,5938.439393939394,-,4 Year,12874.0,15730,38098,59100.0,105200.0,24.0,26541,41,2320,1353,1928,16,2700,6255,597,1986,15600,13359,Tolland,86340,79251,7089
419,497,ITHACA COLLEGE,PRIVATE,NY,14850,2603.796572692095,45311,4 Year,15562.0,43978,43978,,,,6587,9,229,341,481,2,143,1240,178,552,4652,3828,Tompkins,54798,51355,3443
420,1921,LORAIN COUNTY COMMUNITY COLLEGE,PUBLIC,OH,44035,1212.8985632681322,44383,2 Year,,3485,8081,,,,11569,47,152,1171,640,19,104,2750,721,167,8548,7214,Lorain,153525,139440,14085
421,13,SOKA UNIVERSITY OF AMERICA,PRIVATE,CA,92656,3019.449275362319,97807,4 Year,12530.0,31310,31310,,,,417,4,78,21,40,1,156,153,9,27,81,253,Orange,1537701,1383916,153785
422,2962,STARK STATE COLLEGE,PUBLIC,OH,44720,1721.8309608540926,58665,2 Year,,5088,8958,,,,14097,52,158,2398,150,10,1,3157,389,1088,9851,8307,Stark,192248,170423,21825
423,72,ELIZABETH CITY STATE UNIVERSITY,PUBLIC,NC,27909,1696.6859060402685,45407,4 Year,8840.0,3194,7194,,,,1867,6,7,1366,25,1,4,1421,16,153,289,1105,Pasquotank,18561,16739,1822
424,18,COLORADO COLLEGE,PRIVATE,CO,80903,2987.96,31005,4 Year,12512.0,55470,55470,53100.0,97900.0,23.0,2067,9,94,48,184,0,143,508,173,62,1354,1110,El Paso,305347,275510,29837
425,87,ALMA COLLEGE,PRIVATE,MI,48801,2409.354411014788,35644,4 Year,10998.0,40258,40258,48400.0,89900.0,15.0,1396,9,21,46,51,1,14,164,36,56,1162,764,Gratiot,19358,17137,2221
426,559,SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY,PRIVATE,TX,75165,2635.273977311791,58218,4 Year,7500.0,20952,20952,,,,1984,24,20,223,389,6,11,682,20,14,1277,1021,Ellis,75778,69678,6100
427,213,NEVADA STATE COLLEGE,PUBLIC,NV,89002,2903.24503968254,81272,4 Year,,5438,17458,,,,3555,15,370,405,790,59,0,1778,139,229,1548,2718,Clark,984712,846856,137856
428,53,GOUCHER COLLEGE,PRIVATE,MD,21204,2801.0769741207696,67278,4 Year,14506.0,44300,44300,49400.0,90600.0,11.0,2120,5,55,218,137,1,25,478,62,397,1220,1502,Baltimore,432111,395705,36406
429,39,COLLEGE OF THE DESERT,PUBLIC,CA,92260,1664.4015151515152,50087,2 Year,,1420,8890,,,,9719,40,304,288,6583,17,252,7446,214,88,1933,5167,Riverside,977784,839147,138637
430,222,CHRISTIAN BROTHERS UNIVERSITY,PRIVATE,TN,38104,2645.8149333333336,35940,4 Year,7400.0,32820,32820,51500.0,96500.0,14.0,1667,5,84,522,99,1,49,750,39,73,795,936,Shelby,449117,404611,44506
431,1515,FONTBONNE UNIVERSITY,PRIVATE,MO,63105,2572.225289169296,92380,4 Year,10530.0,26340,26340,,,,1819,4,22,310,42,1,186,400,21,30,1203,1278,St. Louis,532792,485674,47118
432,304,HIGH POINT UNIVERSITY,PRIVATE,NC,27262,2401.339870689655,40235,4 Year,14130.0,35118,35118,48600.0,84300.0,8.0,4399,21,61,246,173,0,65,668,167,151,3515,2647,Guilford,252937,225137,27800
433,1238,UNIVERSITY OF MIAMI,PRIVATE,FL,33146,3647.074829931973,105545,4 Year,14108.0,50226,50226,56200.0,99600.0,22.0,16674,23,953,1169,3526,22,2744,6101,408,1053,6776,8521,Miami-Dade,1229381,1085051,144330
434,2507,FLORIDA ATLANTIC UNIVERSITY,PUBLIC,FL,33431,2910.9896652437656,69427,4 Year,11896.0,6039,21595,49400.0,91200.0,15.0,30297,57,1318,5678,7255,36,738,15268,924,260,14031,17277,Palm Beach,640308,572130,68178
435,246,MT. SIERRA COLLEGE,PROPRIETARY,CA,91016,1618.9513590844062,67787,4 Year,,15688,15688,,,,467,2,44,27,206,9,6,321,33,59,81,136,Los Angeles,4940672,4318722,621950
436,180,COSUMNES RIVER COLLEGE,PUBLIC,CA,95823,2161.770114942529,39611,2 Year,,1416,9546,,,,14467,79,3910,1992,3426,281,100,10538,850,250,3579,8188,Sacramento,683829,595476,88353
437,296,JOHN CARROLL UNIVERSITY,PRIVATE,OH,44118,2659.394372589062,53107,4 Year,11874.0,41340,41340,51600.0,97300.0,16.0,3688,2,62,186,110,0,86,437,77,74,3091,1870,Cuyahoga,641986,586904,55082
438,29,BRAZOSPORT COLLEGE,PUBLIC,TX,77566,1811.1125,76707,2 Year,,2715,5355,,,,4155,9,35,290,1492,0,0,1929,103,47,2179,2006,Brazoria,155443,142179,13264
439,3109,GREENVILLE TECHNICAL COLLEGE,PUBLIC,SC,29607,2086.9512651461155,48930,2 Year,,5580,11100,,,,12592,50,205,2758,1007,16,40,4295,259,521,7736,7323,Greenville,222091,200398,21693
440,271,FAIRFIELD UNIVERSITY,PRIVATE,CT,6824,3173.158364312268,127695,4 Year,14710.0,48350,48350,62300.0,116900.0,17.0,5123,3,113,137,352,5,340,677,67,529,3577,3081,Fairfield,473108,431251,41857
441,18,ECCLESIA COLLEGE,PRIVATE,AR,72762,1699.0240963855422,55120,4 Year,5810.0,15140,15140,,,,164,3,2,20,19,0,17,47,3,4,96,56,Washington,102805,96374,6431
442,668,BISMARCK STATE COLLEGE,PUBLIC,ND,58501,2015.795984455959,47354,2 Year,7794.0,4790,6785,,,,4002,57,21,110,89,3,7,387,107,89,3519,1731,Burleigh,46427,44784,1643
443,103,SANTA MONICA COLLEGE,PUBLIC,CA,90405,2205.1875,77642,2 Year,,1444,11164,,,,30158,55,3095,2743,11564,73,3327,18720,1190,379,7732,15818,Los Angeles,4940672,4318722,621950
444,476,CARNEGIE MELLON UNIVERSITY,PRIVATE,PA,15213,3821.780428824762,22832,4 Year,14418.0,55465,55465,75900.0,136100.0,66.0,12587,9,2071,402,574,2,4820,3392,334,628,3747,4782,Allegheny,634199,587635,46564
445,1211,SOUTH CENTRAL COLLEGE,PUBLIC,MN,56001,2138.9672300793377,44024,2 Year,,5416,5416,,,,3387,9,32,276,261,2,8,654,74,84,2641,1907,Blue Earth,38142,35705,2437
446,123,MIDLAND UNIVERSITY,PRIVATE,NE,68025,2351.2009174311925,45749,4 Year,8776.0,32558,32558,43800.0,78100.0,7.0,1362,5,10,68,38,6,65,219,92,200,878,683,Dodge,18827,17814,1013
447,9,JARVIS CHRISTIAN COLLEGE,PRIVATE,TX,75765,2475.9238095238097,49449,4 Year,8440.0,11720,11720,,,,763,3,0,617,82,3,1,705,0,7,50,363,Wood,16993,15447,1546
448,1,WESTERN WASHINGTON UNIVERSITY,PUBLIC,WA,98225,2916.6666666666665,34920,4 Year,11466.0,8132,23544,55000.0,99300.0,16.0,15060,65,971,224,1095,28,157,3547,1164,156,11200,8368,Whatcom,102301,93541,8760
449,15,BOSTON BAPTIST COLLEGE,PRIVATE,MA,2136,2240.0939226519336,56196,4 Year,7810.0,12600,12600,,,,94,0,1,4,3,0,0,8,0,0,86,44,Suffolk,393897,364690,29207
450,36,QUINCY COLLEGE,PUBLIC,MA,2169,1905.836363636364,58049,2 Year,,7100,7100,,,,4705,10,320,1110,267,4,338,1773,62,348,2246,3125,Norfolk,358241,332356,25885
451,21,CROWLEY'S RIDGE COLLEGE,PRIVATE,AR,72450,1996.637362637363,39518,2 Year,6350.0,13000,13000,,,,224,0,1,6,6,0,0,13,0,0,211,106,Greene,19641,17804,1837
452,26,MYOTHERAPY INSTITUTE,PROPRIETARY,NE,68516,1327.076923076923,77495,2 Year,,11225,11225,,,,15,0,0,0,2,0,0,2,0,0,13,13,Lancaster,162326,155360,6966
453,261,OHIO NORTHERN UNIVERSITY,PRIVATE,OH,45810,2604.707283733646,38761,4 Year,11650.0,32260,32260,54400.0,103900.0,22.0,3695,4,56,113,40,3,232,321,105,267,2875,1889,Hardin,15501,13762,1739
454,1203,CULINARY INSTITUTE OF AMERICA,PRIVATE,NY,12538,2950.789398790466,64911,4 Year,11560.0,32720,32720,,,,2778,9,158,144,394,11,282,793,77,173,1530,1345,Dutchess,149288,137561,11727
455,0,MEMPHIS COLLEGE OF ART,PRIVATE,TN,38104,3738.038461538461,35940,4 Year,8890.0,33100,33100,,,,435,2,8,103,32,0,4,166,21,9,256,288,Shelby,449117,404611,44506
456,126,HANOVER COLLEGE,PRIVATE,IN,47243,2253.0059473237043,39438,4 Year,11580.0,37670,37670,47500.0,85100.0,24.0,1145,7,16,55,26,0,63,125,21,29,928,663,Jefferson,15467,13753,1714
457,516,WILLAMETTE UNIVERSITY,PRIVATE,OR,97301,4216.107099879663,34686,4 Year,12440.0,50074,50074,52200.0,97700.0,14.0,2780,33,189,53,270,9,277,752,198,125,1626,1496,Marion,155893,138412,17481
458,591,LUBBOCK CHRISTIAN UNIVERSITY,PRIVATE,TX,79407,2750.32059447983,39870,4 Year,7702.0,22440,22440,,,,1902,12,11,144,406,3,41,576,0,0,1285,1234,Lubbock,143521,134500,9021
459,1207,FORT HAYS STATE UNIVERSITY,PUBLIC,KS,67601,2513.8032671454725,43479,4 Year,8300.0,5133,15201,45100.0,79300.0,6.0,13825,56,130,514,877,15,3562,1873,281,200,8190,8367,Ellis,17648,16961,687
460,209,CAPE COD COMMUNITY COLLEGE,PUBLIC,MA,2668,1656.9391891891892,72953,2 Year,,6330,12510,,,,3818,23,77,200,259,7,2,733,167,252,2831,2387,Barnstable,111065,100362,10703
461,1,GEORGIA SOUTHERN UNIVERSITY,PUBLIC,GA,30460,2095.0,-,4 Year,10070.0,7422,20904,49000.0,88000.0,17.0,20517,89,280,5249,1235,22,357,7258,383,386,12516,10716,Bulloch,33233,29839,3394
462,100,BELOIT COLLEGE,PRIVATE,WI,53511,2389.415969581749,41572,4 Year,8830.0,50040,50040,47400.0,85700.0,24.0,1303,5,32,60,109,3,130,231,22,33,909,757,Rock,82708,73550,9158
463,2735,SEMINOLE STATE COLLEGE OF FLORIDA,PUBLIC,FL,32773,1643.3253397974202,46981,2 Year,,3131,11456,,,,18399,42,539,3043,4208,51,326,8437,554,178,9458,10295,Seminole,228713,205181,23532
464,1,COLLEGE OF THE HOLY CROSS,PRIVATE,MA,1610,15358.0,30359,4 Year,14520.0,52770,52770,61800.0,114600.0,24.0,2787,5,141,110,296,1,40,651,98,183,1913,1366,Worcester,420308,384217,36091
465,109,MCPHERSON COLLEGE,PRIVATE,KS,67460,2314.2828870779977,57554,4 Year,8788.0,28951,28951,44500.0,80900.0,9.0,659,2,4,82,74,4,16,184,18,3,456,264,McPherson,16480,15641,839
466,320,ROCKLAND COMMUNITY COLLEGE,PUBLIC,NY,10901,1725.160942100098,84542,2 Year,,5326,10072,,,,7520,17,343,1374,1406,24,67,3288,124,1298,2867,4040,Rockland,150109,138686,11423
467,2158,REGIS UNIVERSITY,PRIVATE,CO,80221,3706.4114990969297,44578,4 Year,11560.0,36810,36810,55500.0,94800.0,13.0,9208,57,428,521,1392,21,108,2653,234,793,5654,5834,Adams,233563,209082,24481
468,827,UNIVERSITY OF ARKANSAS AT PINE BLUFF,PUBLIC,AR,71601,1704.44100681699,23380,4 Year,7881.0,7842,14094,40500.0,70500.0,22.0,2513,3,15,2295,40,0,34,2355,2,6,118,1359,Jefferson,33924,30505,3419
469,247,LEE COLLEGE,PUBLIC,TX,77520,1949.682773109244,42906,2 Year,,2643,5313,,,,6481,16,76,1034,2477,0,62,3694,91,85,2640,2992,Harris,2067209,1894670,172539
470,142,MILWAUKEE INSTITUTE OF ART & DESIGN,PRIVATE,WI,53202,2266.213556174559,44093,4 Year,9300.0,37360,37360,,,,622,0,26,37,75,1,10,163,24,10,439,417,Milwaukee,476599,429808,46791
471,772,LANGSTON UNIVERSITY,PUBLIC,OK,73050,2142.3861492281303,47273,4 Year,9476.0,5950,13300,46500.0,81500.0,8.0,2482,37,0,1969,31,0,5,2037,0,101,339,1568,Logan,19787,18711,1076
472,402,TRUMAN STATE UNIVERSITY,PUBLIC,MO,63501,2256.887614678899,31706,4 Year,8780.0,7729,14581,47900.0,85800.0,16.0,6248,8,115,218,173,6,401,677,157,130,5040,3753,Adair,11036,10089,947
473,446,CALIFORNIA LUTHERAN UNIVERSITY,PRIVATE,CA,91360,2829.6438529784537,91105,4 Year,13779.0,42693,42693,,,,4160,35,238,151,975,22,477,1531,110,207,1945,2390,Ventura,430235,382449,47786
474,1000,SHORTER UNIVERSITY,PRIVATE,GA,30165,2620.9676604345627,42929,4 Year,9400.0,22370,22370,45600.0,79900.0,6.0,1566,8,13,356,53,2,60,460,28,68,978,918,Floyd,45235,39799,5436
475,444,JEFFERSON COLLEGE OF HEALTH SCIENCES,PRIVATE,VA,24013,2650.6008432888266,31230,4 Year,5870.0,26886,26886,55500.0,97600.0,1.0,1131,1,28,82,40,0,2,165,14,27,937,903,Roanoke,49317,46114,3203
476,1697,CLAYTON STATE UNIVERSITY,PUBLIC,GA,30260,2394.641329305136,43072,4 Year,9994.0,6410,19486,,,,7022,12,369,4307,177,3,128,5057,189,263,1574,4807,Clayton,125582,108377,17205
477,1050,LINN-BENTON COMMUNITY COLLEGE,PUBLIC,OR,97321,1279.4490812830893,58192,2 Year,,5290,11792,,,,5314,67,145,55,475,25,126,980,213,371,3837,2708,Linn,57300,49890,7410
478,144,LAKE REGION STATE COLLEGE,PUBLIC,ND,58301,1942.5816993464048,44608,2 Year,6660.0,4475,4475,,,,1988,45,21,74,57,2,58,247,48,41,1642,1087,Ramsey,6053,5827,226
479,1392,UNIVERSITY OF INDIANAPOLIS,PRIVATE,IN,46227,2794.35301689461,39447,4 Year,10288.0,29688,29688,47300.0,84500.0,5.0,5442,8,85,456,191,8,424,875,127,407,3736,3661,Marion,452930,406386,46544
480,245,THIEL COLLEGE,PRIVATE,PA,16125,3108.1533101045297,41436,4 Year,12600.0,31700,31700,,,,1074,2,48,96,22,1,0,189,20,78,807,506,Mercer,53432,48497,4935
481,154,OKLAHOMA BAPTIST UNIVERSITY,PRIVATE,OK,74801,2261.586782376502,35701,4 Year,7350.0,28258,28258,43900.0,76600.0,8.0,1979,107,17,118,45,5,74,451,159,64,1390,1164,Pottawatomie,30953,28886,2067
482,589,IMMACULATA UNIVERSITY,PRIVATE,PA,19345,2597.859006383569,-,4 Year,12620.0,27350,27350,,,,3299,2,67,396,152,3,22,670,50,161,2446,2459,Chester,268854,252589,16265
483,514,LACKAWANNA COLLEGE,PRIVATE,PA,18509,1936.9043179587832,42376,2 Year,10300.0,15450,15450,,,,1490,0,30,268,133,0,3,452,21,55,980,696,Lackawanna,106644,97365,9279
484,392,FRANCISCAN UNIVERSITY OF STEUBENVILLE,PRIVATE,OH,43952,2642.765196248697,34691,4 Year,8500.0,27630,27630,,,,2714,3,50,12,248,1,35,370,56,173,2136,1648,Jefferson,33385,28551,4834
485,2328,WASHTENAW COMMUNITY COLLEGE,PUBLIC,MI,48105,1481.8861542511188,59141,2 Year,,3150,6900,,,,12295,61,415,2027,716,26,255,3781,536,391,7868,6407,Washtenaw,181304,167031,14273
486,878,SHIPPENSBURG UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,17257,2269.6583398678167,46819,4 Year,12268.0,12718,20510,,,,7355,11,102,662,319,7,98,1299,198,154,5804,3740,Cumberland,124103,115890,8213
487,223,JOHNSTON COMMUNITY COLLEGE,PUBLIC,NC,27577,1789.9757834757834,40981,2 Year,,2497,8257,,,,4021,30,25,663,455,8,0,1226,45,321,2474,2603,Johnston,82006,73951,8055
488,1007,RIDER UNIVERSITY,PRIVATE,NJ,8648,2758.93468369294,85380,4 Year,14700.0,41310,41310,51600.0,99000.0,5.0,5294,8,235,529,528,8,219,1426,118,282,3367,3184,Mercer,193812,177432,16380
489,122,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PUBLIC,PA,17602,1965.30890052356,40007,2 Year,8330.0,8030,8030,,,,913,2,17,117,112,0,0,274,26,14,625,51,Lancaster,267223,247816,19407
490,463,MASSACHUSETTS BAY COMMUNITY COLLEGE,PUBLIC,MA,2481,1649.9450867052024,171750,2 Year,,6360,12540,,,,5369,31,253,786,722,1,108,1793,0,824,2644,2945,Norfolk,358241,332356,25885
491,76,LABETTE COMMUNITY COLLEGE,PUBLIC,KS,67357,1464.8618618618618,39636,2 Year,,3060,3810,,,,1891,52,20,114,92,4,15,331,49,6,1539,1277,Labette,11270,10212,1058
492,143,WESTERN PIEDMONT COMMUNITY COLLEGE,PUBLIC,NC,28655,1654.0020833333333,37177,2 Year,,2418,8178,,,,2056,7,178,125,97,4,9,411,0,6,1630,1258,Burke,41829,36483,5346
493,1674,NEW ENGLAND INSTITUTE OF TECHNOLOGY,PRIVATE,RI,2886,1711.0648736756316,59220,4 Year,13065.0,29940,29940,51700.0,93200.0,14.0,2922,19,51,133,283,2,107,517,29,319,1979,941,Kent,95049,84080,10969
494,282,NASHUA COMMUNITY COLLEGE,PUBLIC,NH,3063,1805.651651651652,75622,2 Year,,7140,15030,,,,2184,8,54,63,172,4,0,352,51,115,1717,1100,Hillsborough,226498,211916,14582
495,0,MOREHEAD STATE UNIVERSITY,PUBLIC,KY,40351,3124.5,34142,4 Year,9960.0,9170,13646,41300.0,74900.0,9.0,11052,20,41,409,162,12,141,786,142,155,9970,6694,Rowan,10969,9848,1121
496,120,MARTIN UNIVERSITY,PRIVATE,IN,46218,2052.454545454545,27664,4 Year,7810.0,16500,16500,,,,402,3,0,371,6,0,1,387,7,0,14,263,Marion,452930,406386,46544
